,yr,team,offWAR
0,1954,WSH,15.3
0,1954,CHC,14.2
0,1954,DET,12.6
0,1954,BAL,4.8
0,1954,PIT,1.2
0,1954,PHA,-1.6
0,1953,BRO,43.1
0,1953,NYY,38.7
0,1953,CLE,30.6
0,1953,STL,24.6
0,1953,WSH,23.0
0,1953,PHI,22.2
0,1953,MLN,21.5
0,1953,NYG,20.0
0,1953,CHW,18.9
0,1953,CIN,18.6
0,1953,BOS,17.4
0,1953,CHC,7.2
0,1953,DET,6.0
0,1953,PIT,5.0
0,1953,PHA,3.7
0,1953,SLB,0.9
0,1952,NYY,37.0
0,1952,BRO,34.3
0,1952,STL,31.1
0,1952,CLE,31.0
0,1952,NYG,30.0
0,1952,PHI,26.9
0,1952,CHC,17.5
0,1952,BOS,15.6
0,1952,CIN,15.2
0,1952,PHA,14.5
0,1952,CHW,12.8
0,1952,SLB,10.3
0,1952,WSH,8.0
0,1952,BSN,8.0
0,1952,DET,6.3
0,1952,PIT,2.6
0,1951,BRO,38.4
0,1951,NYG,37.3
0,1951,NYY,29.9
0,1951,STL,25.0
0,1951,BSN,24.6
0,1951,CHW,22.3
0,1951,CLE,21.9
0,1951,PHA,20.9
0,1951,BOS,17.5
0,1951,PHI,16.8
0,1951,PIT,15.8
0,1951,DET,12.9
0,1951,WSH,10.0
0,1951,CHC,8.3
0,1951,CIN,2.9
0,1951,SLB,-2.2
0,1950,BRO,32.5
0,1950,NYG,30.3
0,1950,NYY,28.9
0,1950,BOS,26.8
0,1950,CLE,25.5
0,1950,BSN,25.3
0,1950,PHI,24.9
0,1950,DET,24.2
0,1950,STL,17.3
0,1950,PIT,16.2
0,1950,PHA,12.2
0,1950,CHC,12.0
0,1950,WSH,10.3
0,1950,CIN,10.0
0,1950,CHW,8.8
0,1950,SLB,-5.1
0,1949,BRO,37.9
0,1949,BOS,28.8
0,1949,NYG,27.9
0,1949,STL,26.9
0,1949,NYY,24.5
0,1949,BSN,23.5
0,1949,PHI,20.8
0,1949,PHA,19.8
0,1949,DET,18.4
0,1949,PIT,17.8
0,1949,CLE,17.7
0,1949,CHW,14.4
0,1949,CIN,11.0
0,1949,CHC,9.7
0,1949,WSH,2.9
0,1949,SLB,-2.3
0,1948,CLE,36.9
0,1948,BSN,34.5
0,1948,BOS,28.8
0,1948,NYY,27.0
0,1948,NYG,26.4
0,1948,PIT,24.7
0,1948,BRO,24.5
0,1948,CHC,22.4
0,1948,STL,21.2
0,1948,PHA,13.4
0,1948,PHI,12.8
0,1948,DET,10.5
0,1948,CIN,9.8
0,1948,CHW,4.8
0,1948,SLB,4.7
0,1948,WSH,-1.1
0,1947,NYY,31.5
0,1947,NYG,30.5
0,1947,BRO,30.1
0,1947,CLE,26.2
0,1947,BSN,25.0
0,1947,STL,23.3
0,1947,PHA,19.9
0,1947,PIT,19.1
0,1947,BOS,18.3
0,1947,DET,17.3
0,1947,CHC,14.7
0,1947,CIN,14.6
0,1947,CHW,12.6
0,1947,PHI,12.1
0,1947,SLB,6.4
0,1947,WSH,0.1
0,1946,BRO,31.4
0,1946,NYY,30.5
0,1946,BOS,28.8
0,1946,STL,28.0
0,1946,NYG,23.3
0,1946,BSN,21.5
0,1946,CIN,20.3
0,1946,CHC,19.5
0,1946,DET,17.7
0,1946,CLE,15.7
0,1946,PHI,15.4
0,1946,WSH,14.0
0,1946,CHW,13.0
0,1946,PIT,10.9
0,1946,PHA,6.9
0,1946,SLB,3.9
0,1945,CHC,28.3
0,1945,NYY,26.5
0,1945,BRO,23.8
0,1945,STL,23.3
0,1945,WSH,22.0
0,1945,NYG,20.6
0,1945,BSN,19.5
0,1945,BOS,18.5
0,1945,PIT,17.4
0,1945,CLE,16.7
0,1945,DET,16.6
0,1945,CHW,14.2
0,1945,SLB,9.1
0,1945,PHA,7.7
0,1945,CIN,3.3
0,1945,PHI,-1.9
0,1944,STL,35.2
0,1944,CLE,25.5
0,1944,NYY,25.5
0,1944,BOS,23.9
0,1944,NYG,20.0
0,1944,CIN,18.8
0,1944,PIT,17.9
0,1944,CHC,17.1
0,1944,DET,15.4
0,1944,PHI,11.1
0,1944,SLB,10.7
0,1944,BRO,10.6
0,1944,WSH,10.5
0,1944,BSN,8.6
0,1944,PHA,8.6
0,1944,CHW,7.8
0,1943,STL,32.1
0,1943,NYY,28.9
0,1943,CLE,28.1
0,1943,WSH,23.8
0,1943,BRO,22.4
0,1943,CHC,20.6
0,1943,CIN,20.3
0,1943,PIT,19.0
0,1943,CHW,14.2
0,1943,DET,13.8
0,1943,PHI,11.3
0,1943,BOS,11.2
0,1943,SLB,10.8
0,1943,NYG,7.4
0,1943,BSN,7.2
0,1943,PHA,-4.2
0,1942,NYY,38.0
0,1942,BRO,31.4
0,1942,BOS,29.5
0,1942,STL,28.0
0,1942,NYG,25.3
0,1942,CHC,20.5
0,1942,SLB,19.1
0,1942,CLE,16.0
0,1942,BSN,13.5
0,1942,CIN,12.6
0,1942,PIT,9.8
0,1942,CHW,6.8
0,1942,WSH,6.3
0,1942,PHI,4.0
0,1942,DET,3.9
0,1942,PHA,-0.2
0,1941,BRO,36.1
0,1941,NYY,35.3
0,1941,BOS,27.1
0,1941,STL,26.4
0,1941,PIT,22.0
0,1941,SLB,19.7
0,1941,NYG,18.4
0,1941,CHC,17.7
0,1941,CLE,17.6
0,1941,PHA,16.8
0,1941,WSH,15.9
0,1941,BSN,15.5
0,1941,CIN,14.7
0,1941,CHW,6.1
0,1941,DET,6.0
0,1941,PHI,5.3
0,1940,NYY,31.2
0,1940,CIN,29.6
0,1940,STL,23.8
0,1940,PIT,23.7
0,1940,DET,23.3
0,1940,BOS,21.9
0,1940,CHC,21.5
0,1940,CLE,19.6
0,1940,NYG,19.3
0,1940,BSN,16.8
0,1940,CHW,14.6
0,1940,BRO,14.4
0,1940,WSH,12.4
0,1940,SLB,11.0
0,1940,PHA,8.4
0,1940,PHI,7.5
0,1939,NYY,41.8
0,1939,CIN,29.0
0,1939,STL,28.4
0,1939,BOS,22.3
0,1939,CLE,21.5
0,1939,WSH,21.0
0,1939,NYG,20.5
0,1939,DET,19.2
0,1939,BRO,17.9
0,1939,PIT,16.5
0,1939,BSN,16.4
0,1939,CHC,14.1
0,1939,CHW,13.1
0,1939,PHA,8.8
0,1939,PHI,6.9
0,1939,SLB,2.0
0,1938,NYY,30.7
0,1938,CIN,29.8
0,1938,PIT,27.3
0,1938,NYG,26.1
0,1938,WSH,24.7
0,1938,BOS,22.4
0,1938,CLE,21.9
0,1938,CHC,19.4
0,1938,STL,18.1
0,1938,DET,17.1
0,1938,BSN,15.2
0,1938,BRO,14.7
0,1938,SLB,9.7
0,1938,PHA,8.8
0,1938,CHW,8.8
0,1938,PHI,-1.4
0,1937,NYY,32.8
0,1937,NYG,29.0
0,1937,CHC,28.0
0,1937,DET,27.5
0,1937,PIT,24.1
0,1937,BSN,21.1
0,1937,CHW,21.0
0,1937,CLE,19.8
0,1937,WSH,18.6
0,1937,STL,17.6
0,1937,PHA,12.5
0,1937,CIN,11.8
0,1937,PHI,11.6
0,1937,SLB,9.5
0,1937,BOS,9.2
0,1937,BRO,5.5
0,1936,NYY,38.1
0,1936,NYG,28.2
0,1936,CHC,26.6
0,1936,WSH,25.8
0,1936,DET,22.5
0,1936,PIT,22.4
0,1936,CLE,21.6
0,1936,CHW,21.1
0,1936,STL,20.6
0,1936,BSN,19.1
0,1936,CIN,19.1
0,1936,PHI,8.5
0,1936,SLB,8.2
0,1936,BRO,7.9
0,1936,BOS,6.6
0,1936,PHA,4.3
0,1935,DET,37.0
0,1935,CHC,33.4
0,1935,NYY,31.3
0,1935,NYG,26.8
0,1935,STL,19.9
0,1935,CHW,19.0
0,1935,CLE,18.6
0,1935,PIT,18.4
0,1935,WSH,17.5
0,1935,BRO,17.0
0,1935,PHA,16.1
0,1935,CIN,14.1
0,1935,BOS,11.9
0,1935,SLB,10.7
0,1935,BSN,6.2
0,1935,PHI,1.4
0,1934,DET,36.5
0,1934,NYY,35.1
0,1934,BRO,24.8
0,1934,PHA,24.5
0,1934,NYG,24.5
0,1934,CHC,22.7
0,1934,CLE,22.2
0,1934,WSH,19.9
0,1934,STL,19.8
0,1934,BSN,18.2
0,1934,PIT,15.8
0,1934,BOS,12.0
0,1934,PHI,8.3
0,1934,SLB,5.6
0,1934,CHW,3.3
0,1934,CIN,2.1
0,1933,NYY,35.1
0,1933,WSH,30.1
0,1933,PHA,26.4
0,1933,CHC,26.1
0,1933,PIT,25.7
0,1933,NYG,24.3
0,1933,STL,19.8
0,1933,DET,18.1
0,1933,CHW,17.9
0,1933,BSN,17.6
0,1933,BRO,14.4
0,1933,BOS,12.7
0,1933,PHI,10.4
0,1933,CLE,8.7
0,1933,CIN,5.9
0,1933,SLB,5.0
0,1932,NYY,37.2
0,1932,PHA,35.4
0,1932,WSH,28.1
0,1932,BRO,23.7
0,1932,PHI,22.1
0,1932,PIT,21.3
0,1932,CHC,20.2
0,1932,NYG,18.6
0,1932,CLE,16.9
0,1932,DET,15.0
0,1932,CIN,14.0
0,1932,BSN,12.6
0,1932,CHW,10.8
0,1932,SLB,9.7
0,1932,STL,9.2
0,1932,BOS,5.2
0,1931,NYY,45.5
0,1931,PHA,29.8
0,1931,NYG,28.1
0,1931,CHC,27.4
0,1931,STL,26.6
0,1931,WSH,25.3
0,1931,CLE,22.6
0,1931,PIT,15.8
0,1931,BRO,14.0
0,1931,CIN,13.4
0,1931,PHI,10.4
0,1931,SLB,9.8
0,1931,BOS,9.1
0,1931,DET,9.1
0,1931,CHW,8.5
0,1931,BSN,4.9
0,1930,NYY,38.8
0,1930,WSH,32.8
0,1930,PHA,29.1
0,1930,NYG,29.0
0,1930,CHC,25.8
0,1930,BRO,24.8
0,1930,STL,21.0
0,1930,CLE,19.8
0,1930,PIT,17.4
0,1930,DET,15.8
0,1930,CHW,10.3
0,1930,BOS,9.7
0,1930,SLB,9.5
0,1930,PHI,8.3
0,1930,CIN,7.9
0,1930,BSN,1.4
0,1929,NYY,38.6
0,1929,PHA,30.8
0,1929,CHC,29.4
0,1929,DET,23.4
0,1929,NYG,21.2
0,1929,PHI,21.0
0,1929,SLB,19.7
0,1929,PIT,18.6
0,1929,CLE,17.7
0,1929,WSH,17.3
0,1929,STL,14.8
0,1929,BRO,14.3
0,1929,CHW,10.5
0,1929,CIN,9.1
0,1929,BOS,8.2
0,1929,BSN,5.0
0,1928,NYY,34.2
0,1928,PHA,29.5
0,1928,NYG,28.3
0,1928,CHC,25.5
0,1928,STL,24.3
0,1928,WSH,24.1
0,1928,PIT,20.7
0,1928,SLB,18.6
0,1928,DET,17.9
0,1928,CHW,14.2
0,1928,CLE,12.8
0,1928,BRO,12.1
0,1928,BOS,11.7
0,1928,CIN,11.1
0,1928,BSN,10.7
0,1928,PHI,3.8
0,1927,NYY,47.2
0,1927,NYG,31.2
0,1927,PHA,26.6
0,1927,PIT,25.3
0,1927,DET,25.0
0,1927,STL,24.3
0,1927,CHC,24.1
0,1927,WSH,22.5
0,1927,CHW,17.8
0,1927,CIN,12.7
0,1927,BSN,10.6
0,1927,SLB,10.3
0,1927,CLE,9.8
0,1927,PHI,8.4
0,1927,BRO,3.3
0,1927,BOS,3.1
0,1926,NYY,30.5
0,1926,CHW,28.9
0,1926,STL,28.5
0,1926,CIN,25.3
0,1926,WSH,25.1
0,1926,CLE,22.1
0,1926,DET,21.8
0,1926,CHC,20.9
0,1926,PIT,19.3
0,1926,NYG,18.3
0,1926,PHA,15.6
0,1926,BSN,13.6
0,1926,SLB,13.2
0,1926,BRO,7.4
0,1926,BOS,6.3
0,1926,PHI,2.9
0,1925,DET,29.5
0,1925,WSH,29.1
0,1925,PIT,28.1
0,1925,CHW,26.1
0,1925,STL,23.8
0,1925,PHA,23.2
0,1925,SLB,21.3
0,1925,BSN,17.6
0,1925,CLE,16.4
0,1925,NYG,16.1
0,1925,NYY,15.8
0,1925,BRO,15.4
0,1925,CIN,13.1
0,1925,CHC,11.2
0,1925,PHI,9.1
0,1925,BOS,3.5
0,1924,NYG,34.0
0,1924,DET,31.0
0,1924,WSH,26.9
0,1924,PIT,25.3
0,1924,NYY,23.0
0,1924,STL,21.3
0,1924,CHW,19.6
0,1924,BRO,18.9
0,1924,CIN,18.6
0,1924,CLE,18.1
0,1924,SLB,16.2
0,1924,BOS,15.9
0,1924,CHC,15.4
0,1924,PHA,10.9
0,1924,PHI,4.6
0,1924,BSN,-0.8
0,1923,DET,33.6
0,1923,CLE,31.7
0,1923,NYY,29.3
0,1923,NYG,28.4
0,1923,WSH,23.0
0,1923,CHC,22.1
0,1923,PIT,21.3
0,1923,STL,20.1
0,1923,CIN,19.2
0,1923,CHW,18.2
0,1923,SLB,15.6
0,1923,BRO,15.1
0,1923,PHA,12.1
0,1923,BSN,6.9
0,1923,BOS,2.7
0,1923,PHI,1.7
0,1922,SLB,36.7
0,1922,DET,31.0
0,1922,NYG,30.6
0,1922,NYY,25.3
0,1922,STL,23.2
0,1922,CIN,22.9
0,1922,CLE,19.6
0,1922,CHW,18.6
0,1922,CHC,17.9
0,1922,WSH,17.1
0,1922,PIT,17.0
0,1922,PHA,12.6
0,1922,PHI,10.6
0,1922,BRO,8.7
0,1922,BOS,6.7
0,1922,BSN,1.7
0,1921,NYY,32.7
0,1921,STL,31.7
0,1921,NYG,31.6
0,1921,CLE,31.3
0,1921,DET,27.1
0,1921,BSN,21.8
0,1921,SLB,17.6
0,1921,WSH,17.6
0,1921,PIT,16.6
0,1921,CHW,13.2
0,1921,CIN,13.1
0,1921,CHC,12.4
0,1921,BOS,12.4
0,1921,PHA,10.0
0,1921,BRO,5.6
0,1921,PHI,4.7
0,1920,CLE,30.0
0,1920,SLB,29.7
0,1920,CHW,28.7
0,1920,NYG,26.7
0,1920,NYY,25.0
0,1920,STL,25.0
0,1920,CIN,22.1
0,1920,WSH,17.3
0,1920,BOS,16.5
0,1920,BSN,16.0
0,1920,BRO,15.7
0,1920,CHC,13.0
0,1920,PHI,12.8
0,1920,PIT,12.5
0,1920,DET,11.8
0,1920,PHA,-2.6
0,1919,CHW,27.7
0,1919,NYG,25.9
0,1919,CIN,23.9
0,1919,NYY,23.4
0,1919,CLE,22.8
0,1919,DET,22.6
0,1919,BOS,21.8
0,1919,STL,17.5
0,1919,SLB,16.6
0,1919,BSN,15.4
0,1919,CHC,15.3
0,1919,PIT,14.6
0,1919,WSH,10.8
0,1919,BRO,7.7
0,1919,PHI,4.7
0,1919,PHA,0.3
0,1918,CIN,22.0
0,1918,BOS,19.6
0,1918,SLB,19.6
0,1918,CLE,19.2
0,1918,WSH,18.9
0,1918,NYY,18.7
0,1918,PIT,17.8
0,1918,CHC,16.1
0,1918,NYG,15.3
0,1918,STL,14.5
0,1918,CHW,14.3
0,1918,PHA,14.2
0,1918,DET,13.0
0,1918,BSN,9.1
0,1918,BRO,6.8
0,1918,PHI,6.5
0,1917,NYG,30.3
0,1917,DET,27.1
0,1917,CLE,25.8
0,1917,STL,25.2
0,1917,CHW,24.3
0,1917,BOS,23.9
0,1917,CIN,22.7
0,1917,PHI,18.7
0,1917,BSN,17.8
0,1917,PHA,17.5
0,1917,NYY,16.8
0,1917,WSH,16.4
0,1917,SLB,16.2
0,1917,BRO,10.2
0,1917,PIT,4.0
0,1917,CHC,3.9
0,1916,CHW,28.4
0,1916,NYG,26.2
0,1916,SLB,25.2
0,1916,NYY,24.2
0,1916,BRO,22.7
0,1916,DET,22.6
0,1916,CIN,20.3
0,1916,CLE,20.0
0,1916,BSN,19.2
0,1916,PHI,18.5
0,1916,BOS,18.3
0,1916,WSH,15.6
0,1916,PHA,10.4
0,1916,CHC,9.5
0,1916,STL,9.1
0,1916,PIT,8.9
0,1915,DET,33.1
0,1915,CHW,28.8
0,1915,BOS,27.5
0,1915,PHI,22.6
0,1915,BSN,22.2
0,1915,PIT,21.2
0,1915,STL,20.6
0,1915,NYY,18.5
0,1915,CIN,17.8
0,1915,WSH,17.2
0,1915,SLB,17.0
0,1915,CHC,16.7
0,1915,CLE,14.2
0,1915,NYG,12.9
0,1915,PHA,10.2
0,1915,BRO,7.0
0,1914,PHA,37.3
0,1914,DET,28.7
0,1914,BOS,28.4
0,1914,NYG,28.2
0,1914,BSN,20.9
0,1914,STL,19.3
0,1914,WSH,18.8
0,1914,CHW,18.6
0,1914,BRO,18.1
0,1914,NYY,16.4
0,1914,CHC,15.9
0,1914,SLB,15.2
0,1914,CLE,12.9
0,1914,PHI,12.5
0,1914,PIT,12.4
0,1914,CIN,7.7
0,1913,PHA,40.9
0,1913,CLE,24.6
0,1913,CHC,23.9
0,1913,PHI,22.9
0,1913,DET,22.7
0,1913,NYG,22.2
0,1913,WSH,21.6
0,1913,BOS,20.4
0,1913,BRO,16.7
0,1913,CIN,15.5
0,1913,PIT,15.0
0,1913,CHW,14.1
0,1913,SLB,13.7
0,1913,BSN,9.2
0,1913,NYY,7.2
0,1913,STL,6.1
0,1912,PHA,40.7
0,1912,BOS,27.6
0,1912,CHC,26.7
0,1912,DET,24.7
0,1912,PIT,24.5
0,1912,NYG,24.1
0,1912,WSH,22.8
0,1912,CLE,20.5
0,1912,CHW,15.0
0,1912,BRO,14.8
0,1912,STL,14.1
0,1912,SLB,10.4
0,1912,CIN,10.3
0,1912,PHI,10.2
0,1912,BSN,8.5
0,1912,NYY,3.3
0,1911,PHA,33.4
0,1911,NYG,27.9
0,1911,CHC,25.3
0,1911,BOS,24.3
0,1911,DET,22.5
0,1911,CLE,22.0
0,1911,CHW,21.6
0,1911,PIT,20.3
0,1911,STL,20.0
0,1911,CIN,18.2
0,1911,NYY,18.2
0,1911,PHI,16.1
0,1911,WSH,11.9
0,1911,SLB,6.8
0,1911,BSN,5.2
0,1911,BRO,4.0
0,1910,PHA,38.8
0,1910,DET,30.3
0,1910,CHC,29.0
0,1910,BOS,28.8
0,1910,NYG,24.0
0,1910,WSH,22.2
0,1910,NYY,21.6
0,1910,CIN,20.0
0,1910,CLE,16.7
0,1910,PIT,16.2
0,1910,PHI,15.0
0,1910,STL,12.7
0,1910,CHW,9.5
0,1910,BSN,7.6
0,1910,SLB,5.0
0,1910,BRO,1.8
0,1909,PIT,33.1
0,1909,DET,33.0
0,1909,PHA,32.1
0,1909,BOS,26.6
0,1909,NYG,25.0
0,1909,CIN,24.2
0,1909,CHC,20.6
0,1909,PHI,18.5
0,1909,CHW,16.5
0,1909,CLE,16.5
0,1909,NYY,16.4
0,1909,STL,15.5
0,1909,SLB,10.4
0,1909,WSH,7.0
0,1909,BRO,3.8
0,1909,BSN,-0.8
0,1908,NYG,29.3
0,1908,CHC,27.5
0,1908,SLB,27.0
0,1908,DET,26.4
0,1908,CLE,25.3
0,1908,PIT,24.8
0,1908,WSH,22.9
0,1908,CHW,21.8
0,1908,PHI,21.0
0,1908,BOS,20.2
0,1908,BSN,19.4
0,1908,CIN,14.1
0,1908,NYY,7.5
0,1908,PHA,6.4
0,1908,BRO,4.8
0,1908,STL,2.4
0,1907,CHC,29.0
0,1907,PHA,25.9
0,1907,PIT,24.6
0,1907,CLE,23.3
0,1907,SLB,23.2
0,1907,CHW,21.8
0,1907,DET,20.1
0,1907,NYG,19.3
0,1907,PHI,19.2
0,1907,CIN,17.7
0,1907,BOS,17.0
0,1907,BSN,15.7
0,1907,WSH,15.3
0,1907,BRO,10.9
0,1907,NYY,6.7
0,1907,STL,4.5
0,1906,CLE,42.5
0,1906,CHC,36.9
0,1906,NYG,28.5
0,1906,SLB,24.9
0,1906,PIT,23.3
0,1906,CHW,22.6
0,1906,NYY,20.0
0,1906,PHA,17.4
0,1906,PHI,14.4
0,1906,BRO,13.9
0,1906,WSH,11.2
0,1906,CIN,10.2
0,1906,DET,9.4
0,1906,STL,8.3
0,1906,BOS,7.4
0,1906,BSN,4.7
0,1905,NYG,35.5
0,1905,CHW,32.1
0,1905,PHA,26.5
0,1905,PIT,25.9
0,1905,CLE,23.3
0,1905,PHI,22.8
0,1905,BOS,21.5
0,1905,CHC,20.9
0,1905,CIN,16.7
0,1905,SLB,14.9
0,1905,DET,14.6
0,1905,WSH,14.5
0,1905,NYY,14.4
0,1905,STL,7.2
0,1905,BRO,5.8
0,1905,BSN,0.9
0,1904,NYG,32.7
0,1904,CHW,30.8
0,1904,CLE,30.1
0,1904,NYY,29.7
0,1904,BOS,25.5
0,1904,PIT,21.6
0,1904,CHC,18.4
0,1904,CIN,18.2
0,1904,SLB,17.4
0,1904,PHA,17.0
0,1904,STL,16.3
0,1904,DET,12.1
0,1904,BRO,11.2
0,1904,PHI,8.6
0,1904,BSN,5.9
0,1904,WSH,1.5
0,1903,CLE,28.5
0,1903,PIT,27.7
0,1903,BOS,27.1
0,1903,DET,22.5
0,1903,CHC,20.8
0,1903,PHA,20.2
0,1903,BRO,19.2
0,1903,CIN,16.7
0,1903,CHW,15.2
0,1903,NYY,14.9
0,1903,SLB,14.8
0,1903,NYG,14.6
0,1903,PHI,13.0
0,1903,BSN,7.6
0,1903,WSH,3.5
0,1903,STL,3.1
0,1902,PIT,37.6
0,1902,CLE,26.0
0,1902,CIN,25.2
0,1902,BOS,20.0
0,1902,CHW,19.3
0,1902,CHC,18.5
0,1902,WSH,18.0
0,1902,BSN,17.9
0,1902,PHA,17.8
0,1902,BRO,17.4
0,1902,SLB,17.1
0,1902,STL,11.0
0,1902,BLA,7.7
0,1902,NYG,7.5
0,1902,DET,3.2
0,1902,PHI,2.8
0,1901,STL,30.3
0,1901,PIT,27.7
0,1901,BOS,25.4
0,1901,CHW,23.6
0,1901,BRO,23.0
0,1901,PHI,20.6
0,1901,PHA,16.7
0,1901,DET,16.5
0,1901,BLA,14.7
0,1901,WSH,13.5
0,1901,CIN,12.5
0,1901,CHC,12.1
0,1901,CLE,11.4
0,1901,MLA,11.1
0,1901,NYG,7.2
0,1901,BSN,4.4
