Season,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA
2008,"OAK",1435,6112,4.01393728,1364,284,31,690,640,135,576,45,54,1061,0.25277984,0.32801448,0.39195701,0.317390676223564
2008,"SEA",1435.1,6368,4.72782164,1544,351,20,811,754,161,626,37,53,1016,0.27635583,0.35135135,0.43279041,0.3438562841218302
2008,"TBR",1457.2,6145,3.81568717,1349,289,32,671,618,166,526,29,46,1143,0.24554059,0.31435117,0.40043684,0.31390797366675716
2008,"TEX",1442,6506,5.36754508,1647,355,36,967,860,176,625,44,72,963,0.28783642,0.36206364,0.45473611,0.3566006310620167
2008,"TOR",1446.2,6067,3.49009217,1330,281,31,610,561,134,467,42,67,1184,0.24358974,0.30891614,0.38003663,0.30323333274299535
2008,"ARI",1434.2,6119,3.98977695,1403,276,30,706,636,147,451,41,68,1229,0.25597519,0.31784356,0.39773764,0.3137962527367182
2008,"ATL",1440.2,6244,4.46668209,1439,325,42,778,715,156,586,80,42,1076,0.26259124,0.33566093,0.42262774,0.32937793807788834
2008,"CHC",1450.2,6194,3.87132353,1329,283,39,671,624,160,548,45,65,1264,0.24185623,0.31597787,0.39490446,0.31231488756147924
2008,"CIN",1442.1,6352,4.54887913,1542,322,29,800,729,201,557,40,67,1227,0.27506243,0.34517928,0.45041027,0.3466260571621281
2008,"COL",1446,6338,4.76763485,1547,335,46,822,766,148,562,49,53,1041,0.2755611,0.34448693,0.43070894,0.3387161329046421
2008,"FLA",1435.1,6271,4.4393869,1421,291,22,767,708,161,586,66,58,1127,0.25817587,0.33344098,0.40679506,0.3243084795248923
2008,"HOU",1425.1,6125,4.38844715,1453,309,33,743,695,197,492,53,50,1095,0.264326,0.32817898,0.44005821,0.3330878024674158
2008,"LAD",1447.1,6127,3.68125288,1381,259,28,648,592,123,480,58,48,1205,0.25145666,0.31486063,0.37600146,0.30375310123016397
2008,"MIL",1455.2,6209,3.87039157,1415,261,22,689,626,175,528,32,42,1110,0.25587703,0.3232899,0.40596745,0.320520435262913
2008,"WSN",1434,6310,4.66317992,1496,305,22,825,743,190,588,44,51,1063,0.26979261,0.34253169,0.4355275,0.3399384057874305
2008,"NYM",1464.1,6338,4.07489187,1415,264,22,715,663,163,590,53,70,1181,0.25426774,0.33120511,0.39748428,0.32115413834798434
2008,"PHI",1449.2,6229,3.89261899,1444,306,25,680,627,160,533,64,57,1081,0.25957217,0.32928606,0.4098508,0.32343870483286424
2008,"PIT",1455,6528,5.09690722,1631,361,33,884,824,176,657,31,49,963,0.28649218,0.36204493,0.45424205,0.3570361030038683
2008,"STL",1454,6264,4.20288858,1517,352,34,725,679,163,496,21,51,957,0.26978481,0.33226014,0.43144229,0.33415085682863566
2008,"SDP",1458.1,6286,4.4064,1466,261,29,764,714,165,561,61,38,1100,0.26300682,0.33188685,0.40904198,0.3241141511816964
2008,"SFG",1442,6341,4.37517337,1416,301,32,759,701,147,652,59,70,1240,0.25768881,0.34077144,0.40436761,0.3278952466798999
2009,"LAA",1445,6252,4.4532872,1513,298,25,761,715,180,523,35,58,1062,0.27202445,0.33790544,0.43167925,0.3359801639058845
2009,"BAL",1429,6359,5.16445066,1633,356,28,876,820,218,546,45,51,933,0.28770261,0.35262492,0.47551092,0.3579763440896721
2009,"BOS",1436.2,6283,4.35382831,1494,312,27,736,695,167,530,24,68,1230,0.26707186,0.33525641,0.42205935,0.3322402192819072
2009,"CHW",1439.2,6155,4.15721232,1438,291,23,732,665,169,507,41,41,1119,0.26083802,0.32514735,0.41393071,0.32285635792994904
2009,"CLE",1434,6354,5.07112971,1570,311,27,865,808,183,598,31,45,986,0.27975766,0.35071315,0.44262295,0.34672402565713556
2009,"DET",1447,6240,4.34139599,1449,271,31,745,698,182,594,42,41,1102,0.26278564,0.33634603,0.42219804,0.331874781560309
2009,"KCR",1426,6265,4.82819074,1486,273,38,842,765,166,600,28,51,1153,0.26852186,0.34301766,0.42157571,0.33609845723040216
2009,"MIN",1453,6274,4.49690296,1542,290,27,765,726,185,466,20,58,1052,0.27229384,0.33130212,0.43104362,0.3331201729703901
2009,"NYY",1450,6247,4.27655172,1386,274,24,753,689,181,574,28,71,1260,0.25095057,0.3266849,0.40756835,0.322991781318336
2009,"OAK",1447.1,6243,4.29064947,1486,305,28,761,690,156,523,30,36,1124,0.26516774,0.32930757,0.41309779,0.3254028435567436
2009,"SEA",1452.2,6159,3.87218908,1359,259,16,692,625,172,534,13,43,1043,0.24727074,0.31613325,0.3941048,0.3134323476555109
2009,"TBR",1427.1,6146,4.35707613,1421,287,24,754,691,183,515,22,46,1125,0.25728771,0.32385621,0.41734565,0.32492221974474206
2009,"TEX",1434.2,6172,4.38499071,1432,293,27,740,699,171,531,14,70,1016,0.25998548,0.33089193,0.416122,0.3289715740750703
2009,"TOR",1451,6281,4.4658856,1509,323,26,771,720,181,551,26,58,1181,0.26956056,0.33855499,0.4335477,0.3376875131222065
2009,"ARI",1447.2,6267,4.43886714,1470,285,42,782,714,168,525,27,53,1158,0.26292255,0.32989691,0.41906636,0.3282129427334036
2009,"ATL",1462.2,6208,3.57497721,1399,295,49,641,581,119,530,59,49,1232,0.25404031,0.32320261,0.39023062,0.3128647187463798
2009,"CHC",1445.1,6177,3.8420203,1329,233,34,672,617,160,586,46,59,1272,0.24601999,0.32413793,0.39059608,0.31489276438261166
2009,"CIN",1458.1,6253,4.17805714,1420,273,23,723,677,188,577,36,65,1069,0.25780683,0.33301034,0.4181191,0.3294843153724274
2009,"COL",1438.1,6171,4.23615295,1427,271,47,715,677,141,528,51,46,1154,0.26102067,0.32819419,0.40515822,0.320557477870131
2009,"FLA",1446.1,6299,4.31850657,1425,261,47,766,694,160,601,60,45,1248,0.2574991,0.33285117,0.40838453,0.324348175353487
2009,"HOU",1430,6237,4.54405594,1521,305,38,770,722,176,546,56,50,1144,0.27544368,0.34350154,0.44005795,0.34058957477043006
2009,"LAD",1473.1,6182,3.41470588,1265,255,30,611,559,127,584,68,57,1272,0.23305085,0.31210087,0.36127487,0.29731499251594484
2009,"MIL",1435,6352,4.84181185,1498,332,32,818,772,207,607,60,65,1104,0.26826648,0.34460854,0.45039398,0.3449447229635989
2009,"WSN",1424.1,6349,5.01708402,1533,361,41,874,794,173,629,59,48,911,0.27626599,0.35241588,0.44963056,0.348492885779659
2009,"NYM",1426,6284,4.46213184,1452,311,28,757,707,158,616,60,55,1031,0.26443271,0.34181291,0.41759242,0.33223309715168975
2009,"PHI",1455.2,6263,4.16098008,1479,296,24,709,673,189,489,31,75,1153,0.26453228,0.32946299,0.42747272,0.33062368973340944
2009,"PIT",1418.1,6144,4.59412456,1491,349,47,768,724,152,563,37,47,919,0.27575365,0.3461285,0.4420196,0.34335917471535227
2009,"STL",1440.2,6087,3.66080518,1407,274,30,640,586,123,460,23,53,1049,0.25769231,0.31909589,0.38644689,0.31133063902726044
2009,"SDP",1450.2,6273,4.3738511,1422,250,33,769,705,167,603,58,45,1187,0.2576087,0.33317238,0.40561594,0.3238055717451218
2009,"SFG",1446,6103,3.55394191,1268,243,33,611,571,140,584,49,41,1302,0.23621461,0.31372224,0.37201937,0.3027886485894123
2010,"LAA",1449.1,6252,4.0425483,1422,313,31,702,651,148,565,33,46,1130,0.25593952,0.32742793,0.40334773,0.32274179604541453
2010,"BAL",1436.1,6262,4.592945,1508,298,32,785,733,186,520,45,59,1007,0.26967096,0.33585452,0.4341917,0.3371031150031001
2010,"BOS",1456.2,6267,4.18901602,1402,308,25,744,678,152,580,30,53,1207,0.25274923,0.32680263,0.39949522,0.3213902285007848
2010,"CHW",1446.1,6180,4.09449182,1471,285,20,704,658,136,490,41,34,1149,0.26357284,0.32486566,0.39491131,0.3176476904114739
2010,"CLE",1433,6224,4.29588276,1477,307,29,752,684,147,572,36,66,967,0.26883873,0.3422884,0.41554423,0.3345405980544391
2010,"DET",1444.1,6198,4.28709901,1445,243,43,743,688,142,537,29,65,1056,0.26248865,0.33235915,0.39963669,0.32400600659322193
2010,"KCR",1436.2,6333,4.97401392,1553,321,23,845,794,176,551,28,47,1035,0.27574574,0.34197138,0.43465909,0.3409742509184155
2010,"MIN",1452.2,6106,3.95273061,1493,307,35,671,638,155,383,19,47,1048,0.26646439,0.31680395,0.41674103,0.3220245327226112
2010,"NYY",1442.1,6102,4.05592789,1349,246,14,693,650,179,540,37,62,1154,0.24930697,0.32168178,0.39918684,0.31826854710279906
2010,"OAK",1431.2,6011,3.58323632,1315,232,17,626,570,153,512,29,38,1070,0.24451469,0.31281449,0.37932317,0.30722621657405114
2010,"SEA",1438,6091,3.94923505,1402,293,22,698,631,157,452,33,40,973,0.25463131,0.3131096,0.40138031,0.3138948577812853
2010,"TBR",1453.2,6103,3.78284797,1347,286,34,649,611,175,478,34,46,1189,0.24419869,0.30788218,0.4035533,0.31246070088129774
2010,"TEX",1455.1,6213,3.93311956,1355,269,21,687,636,162,551,24,63,1181,0.2456045,0.31876315,0.39006707,0.3144917698404798
2010,"TOR",1440.2,6165,4.22929199,1407,310,31,728,677,150,539,35,60,1184,0.25544662,0.3264974,0.4046841,0.32274940736283253
2010,"ARI",1432,6260,4.80796089,1503,284,32,836,765,210,548,38,58,1070,0.27125068,0.34032596,0.44775311,0.34452284056947957
2010,"ATL",1439.1,6052,3.57040296,1326,262,32,629,571,126,505,64,49,1241,0.24573758,0.31417112,0.3762046,0.3042903665755246
2010,"CHC",1436.2,6298,4.24106729,1409,263,32,767,677,154,605,42,65,1268,0.25516117,0.33360077,0.39804419,0.3241172834821587
2010,"CIN",1453,6182,4.01995871,1404,276,18,685,649,158,524,32,50,1130,0.25411765,0.32262274,0.39638009,0.3181901713984387
2010,"COL",1442,6143,4.13800277,1405,289,29,717,663,139,525,54,56,1234,0.25737315,0.32642998,0.39732552,0.31866749919469084
2010,"FLA",1438.1,6217,4.09223638,1433,282,35,717,654,134,549,42,51,1168,0.26054545,0.33078425,0.39763636,0.32175210555759043
2010,"HOU",1439.1,6221,4.08939324,1446,289,37,729,654,140,548,39,40,1210,0.26101083,0.3298735,0.40234657,0.32317112894767996
2010,"LAD",1441.2,6141,4.01410405,1323,242,40,692,643,134,539,75,58,1274,0.2440059,0.31620553,0.37753596,0.30499385216046476
2010,"MIL",1439,6324,4.59068798,1487,329,23,804,734,173,582,42,48,1258,0.26677431,0.33828699,0.42716182,0.33594435405470385
2010,"WSN",1435,6214,4.13310105,1469,275,35,742,659,151,512,57,46,1068,0.26569,0.33023786,0.4100199,0.3245276311592255
2010,"NYM",1453,6245,3.72883689,1438,282,27,652,602,135,545,55,52,1106,0.25970742,0.32987518,0.3935344,0.31938759571670666
2010,"PHI",1456.1,6095,3.68322271,1402,283,24,640,596,168,416,42,57,1183,0.25375566,0.31104844,0.40488688,0.31405086384702197
2010,"PIT",1411.2,6300,5.00472255,1567,360,35,866,785,167,538,40,66,1026,0.28178385,0.34836329,0.44919978,0.34830337311369813
2010,"STL",1453.2,6137,3.57234579,1412,266,28,641,577,133,477,32,48,1094,0.25644751,0.31884774,0.38739557,0.3123175671572877
2010,"SDP",1456.1,6058,3.40512703,1305,240,22,581,551,139,517,51,28,1295,0.23962541,0.3077179,0.36834374,0.29939048277453834
2010,"SFG",1461,6159,3.36344969,1279,246,40,583,546,134,578,58,51,1331,0.23580383,0.31309485,0.37002212,0.3024033169188667
2011,"LAA",1465,6124,3.56928328,1388,287,20,633,581,142,476,34,36,1058,0.25122172,0.31260283,0.38751131,0.30805152299623473
2011,"BAL",1446.2,6332,4.92096774,1568,354,27,860,791,210,535,42,45,1044,0.27683616,0.34133164,0.46009887,0.3480751456460692
2011,"BOS",1457.1,6242,4.19945105,1366,286,23,737,680,156,540,11,90,1213,0.24706095,0.32183167,0.39175258,0.3166550228619225
2011,"CHW",1460,6188,4.09931507,1463,265,31,706,665,147,439,50,44,1220,0.26064493,0.3166287,0.39747016,0.31220539895881194
2011,"CLE",1453.1,6235,4.24197248,1482,323,31,760,685,153,463,34,60,1024,0.26332623,0.3233871,0.41329069,0.32252377501718804
2011,"DET",1440,6108,4.04375,1406,259,29,711,647,149,492,34,52,1115,0.25666302,0.32114625,0.39612997,0.31547702582872006
2011,"KCR",1451.1,6280,4.44625632,1487,301,43,762,717,163,557,42,58,1080,0.26730182,0.33745384,0.42477081,0.3335473323573545
2011,"MIN",1421.2,6210,4.59601407,1564,291,43,804,726,161,480,37,54,940,0.28073954,0.34019783,0.43511039,0.338194077555546
2011,"NYY",1458.1,6216,3.73371429,1423,292,24,657,605,152,507,43,58,1222,0.25588923,0.32168285,0.39902895,0.31627948007930157
2011,"OAK",1447.2,6159,3.71148975,1380,245,26,679,597,136,519,24,41,1160,0.25031743,0.31730455,0.37819699,0.3081109916048097
2011,"SEA",1433,6014,3.91277041,1369,253,24,675,623,145,436,27,51,1088,0.25096242,0.31021227,0.38588451,0.30666488605189274
2011,"TBR",1449,6010,3.58385093,1263,260,30,614,577,161,504,38,46,1143,0.23410565,0.30307589,0.38294717,0.3018465587621101
2011,"TEX",1441.1,6021,3.79024052,1327,259,18,677,607,170,461,21,46,1179,0.24375459,0.30653518,0.39162381,0.3077551963864377
2011,"TOR",1458.2,6286,4.32518282,1433,307,33,761,701,179,540,28,77,1169,0.25630478,0.32789507,0.41906636,0.3280023791106624
2011,"ARI",1443.1,6102,3.79745958,1414,292,32,662,609,159,442,16,53,1058,0.25718443,0.31611194,0.40869407,0.31829815870421524
2011,"ATL",1479.2,6220,3.48524442,1332,228,33,605,573,125,521,73,53,1332,0.24038982,0.30971726,0.36112615,0.2952115929767776
2011,"CHC",1434.1,6262,4.34208692,1439,289,29,756,692,162,580,45,53,1224,0.26154126,0.33532934,0.41294075,0.32855305548867847
2011,"CIN",1467.2,6259,4.1576198,1414,279,27,720,678,185,539,47,59,1112,0.25495853,0.32472563,0.41507393,0.32360460967974153
2011,"COL",1447.2,6215,4.43886714,1471,292,52,774,714,176,522,47,48,1118,0.2649973,0.33127739,0.43145379,0.33251371908546623
2011,"FLA",1459.2,6200,3.95227221,1403,296,41,702,641,149,500,72,37,1218,0.25261073,0.31642473,0.40115232,0.3124503085943393
2011,"HOU",1435,6268,4.50940767,1477,294,31,796,719,188,560,59,53,1191,0.2664622,0.3374778,0.43243731,0.3358309738092637
2011,"LAD",1432,5997,3.56354749,1287,263,19,612,567,132,507,48,43,1265,0.24078578,0.30988529,0.37118803,0.3005184652853985
2011,"MIL",1441.2,6048,3.63953757,1348,263,28,638,583,147,440,16,33,1257,0.24594052,0.30405744,0.38460135,0.30373556294992865
2011,"WSN",1449.1,6141,3.58302668,1403,258,23,643,577,129,477,43,52,1049,0.25578851,0.31907514,0.38176846,0.30886592439865956
2011,"NYM",1448,6316,4.18922652,1482,302,36,742,674,147,514,48,70,1126,0.26487936,0.33210095,0.41054513,0.32562776062219356
2011,"PHI",1477,6069,3.02234259,1320,252,27,529,496,120,404,41,47,1299,0.23991276,0.295857,0.36095965,0.28930515801836404
2011,"PIT",1449.1,6317,4.04875805,1513,275,22,712,652,152,535,65,62,1031,0.27037169,0.3378162,0.40886347,0.32685971476078574
2011,"STL",1462,6211,3.78590971,1461,295,35,692,615,136,448,44,46,1098,0.26052068,0.31850766,0.39835949,0.31414523987759124
2011,"SDP",1449.1,6065,3.42778289,1324,267,32,611,552,125,521,56,37,1139,0.24482249,0.31387592,0.37536982,0.3034205072255247
2011,"SFG",1468,6130,3.20640327,1260,272,29,578,523,96,559,46,50,1316,0.23247232,0.3085686,0.34649446,0.2916605028331111
2012,"LAA",1433.1,6034,4.01860465,1339,250,22,699,640,186,483,20,40,1157,0.24641148,0.31022992,0.40320206,0.31078988018740544
2012,"BAL",1483,6278,3.89615644,1433,271,16,705,642,184,481,36,53,1177,0.25246653,0.31487114,0.40310078,0.3124112666776034
2012,"BOS",1443,6209,4.72141372,1449,292,27,806,757,190,529,33,66,1176,0.26245245,0.33074434,0.42836443,0.32891203177271966
2012,"CHW",1445.2,6098,4.02167397,1365,252,20,676,646,186,503,29,68,1246,0.24954296,0.31873559,0.40493601,0.31583905892494396
2012,"CLE",1442,6283,4.78710125,1503,317,33,845,767,174,543,27,55,1086,0.26824915,0.33573027,0.42976977,0.3322432243963666
2012,"DET",1430.2,6045,3.76817335,1409,271,37,670,599,151,438,35,42,1318,0.25636827,0.3142572,0.40156477,0.3109738323662974
2012,"KCR",1451.1,6251,4.29742765,1504,280,42,746,693,163,542,44,60,1177,0.27016346,0.33907583,0.42338782,0.3311032882207639
2012,"MIN",1438.2,6214,4.76691381,1536,285,31,832,762,198,465,43,57,943,0.27379679,0.33300971,0.44153298,0.3341563598562262
2012,"NYY",1445.1,6085,3.85447417,1401,303,24,668,619,190,431,32,49,1318,0.25279682,0.31070367,0.41898232,0.3158655269167345
2012,"OAK",1470,6131,3.49591837,1360,264,14,614,571,147,462,34,46,1136,0.24548736,0.30648072,0.37779783,0.29889423922724584
2012,"SEA",1456.2,6062,3.76270023,1359,246,28,651,609,166,449,39,49,1166,0.24781182,0.30811349,0.39369074,0.3049402571791558
2012,"TBR",1459.2,6000,3.19387988,1233,219,18,577,518,139,469,35,54,1383,0.22778496,0.29418663,0.35193054,0.2841146377589834
2012,"TEX",1442,6067,4.01941748,1378,273,37,707,644,175,446,15,41,1286,0.24972816,0.30851944,0.40775643,0.3115329711986814
2012,"TOR",1443.2,6216,4.64442392,1439,334,15,784,745,204,574,20,55,1142,0.26083016,0.33457369,0.4377379,0.3357763408047293
2012,"ARI",1433.2,6063,3.94233899,1432,300,41,688,628,155,417,18,51,1200,0.26079038,0.31693078,0.4150428,0.31801990049029344
2012,"ATL",1445.1,5991,3.41858856,1310,251,21,600,549,145,464,40,41,1232,0.24268247,0.30612245,0.37754724,0.2986607611897968
2012,"CHC",1413.2,6140,4.50742749,1399,273,47,759,708,175,573,36,65,1128,0.25902611,0.3349778,0.42418071,0.3299772083315601
2012,"CIN",1453,6056,3.34480385,1356,262,35,588,540,152,427,33,51,1248,0.24690459,0.3051073,0.39038602,0.3024800023373731
2012,"COL",1422,6384,5.21518987,1637,321,49,890,824,198,566,61,47,1144,0.2902997,0.35731301,0.46994148,0.35540031105987224
2012,"MIA",1440.2,6186,4.10434984,1448,270,40,724,657,133,495,61,55,1113,0.2630814,0.32705844,0.39916424,0.3148539022163109
2012,"HOU",1423.1,6238,4.56533958,1493,276,39,794,722,173,540,40,48,1170,0.26954324,0.33738651,0.42715292,0.3317623926671927
2012,"LAD",1449.2,6068,3.35249483,1277,249,32,597,540,122,539,62,45,1276,0.23771407,0.31047714,0.3641102,0.29487236685151597
2012,"MIL",1453.2,6245,4.22242605,1458,290,31,733,682,169,525,20,31,1402,0.2606364,0.32567917,0.41419378,0.3225427165501772
2012,"WSN",1468.1,6133,3.34052213,1296,293,32,594,545,129,497,32,47,1325,0.23675557,0.30343008,0.37267081,0.2957205970423291
2012,"NYM",1434,6086,4.09205021,1368,262,36,709,652,161,488,29,40,1240,0.25105524,0.31495017,0.40099101,0.31164357067646836
2012,"PHI",1451.1,6072,3.85714286,1387,276,25,680,622,178,409,33,44,1385,0.25108617,0.30620736,0.40677046,0.30903765792588156
2012,"PIT",1433.1,6097,3.91186047,1357,250,30,674,623,153,490,30,45,1192,0.2487626,0.31376451,0.38973419,0.30724958290656407
2012,"STL",1462.2,6158,3.7103464,1420,272,32,648,603,134,436,28,50,1218,0.2548914,0.31286934,0.38736313,0.3057682886129948
2012,"SDP",1434.2,6151,4.01486989,1356,263,36,710,640,162,539,48,48,1205,0.24816984,0.31910002,0.39842606,0.3121789190434123
2012,"SFG",1451,6138,3.678153,1361,296,37,649,593,142,489,42,51,1237,0.24776989,0.31323117,0.39268159,0.3072199459512653
2013,"LAA",1457.2,6298,4.2417105,1475,286,21,737,687,167,533,36,45,1200,0.2612469,0.32800767,0.40807651,0.3234131375961359
2013,"BAL",1453,6144,4.19958706,1438,283,22,709,678,202,473,32,50,1169,0.2594263,0.3210018,0.42774671,0.32693141129959646
2013,"BOS",1454,6143,3.79436039,1366,281,26,656,613,156,524,10,47,1294,0.24795789,0.31639987,0.39335633,0.3137051893290893
2013,"CHW",1455,6214,3.99587629,1424,256,22,723,646,182,509,24,60,1249,0.25593098,0.32243973,0.40797987,0.32114694734972676
2013,"CLE",1441.1,6154,3.81521739,1359,267,21,662,611,147,554,26,58,1379,0.2485824,0.32232216,0.38576916,0.31348831365018043
2013,"DET",1462.2,6119,3.61189608,1369,259,28,624,587,128,462,29,42,1428,0.24715653,0.30780608,0.37335259,0.300459319920017
2013,"KCR",1448.1,6049,3.44879171,1366,238,24,601,555,155,469,21,41,1208,0.24986281,0.31142098,0.38723249,0.30790486889601987
2013,"MIN",1450.1,6257,4.55481499,1591,310,30,788,734,168,458,31,44,985,0.28015496,0.33595506,0.43405529,0.3361078633149029
2013,"NYY",1447.1,6128,3.94242285,1452,303,14,671,634,171,437,34,51,1233,0.26101025,0.31818927,0.41272695,0.31963014339193463
2013,"OAK",1452,6069,3.55785124,1339,229,19,625,574,163,428,23,35,1183,0.24217761,0.29864103,0.3789112,0.298285948022434
2013,"SEA",1465,6257,4.31877133,1467,315,27,754,703,174,478,48,42,1297,0.25923308,0.31914552,0.41668139,0.32066486819772977
2013,"TBR",1464,6083,3.73770492,1315,254,30,646,608,153,482,38,52,1310,0.23987596,0.30521624,0.38088289,0.30171400243261726
2013,"TEX",1463.1,6146,3.62870159,1370,261,19,636,590,157,498,35,48,1309,0.24791893,0.31327665,0.38726022,0.30832207417570434
2013,"TOR",1452,6250,4.26446281,1451,304,25,756,688,195,500,33,65,1208,0.25873752,0.32411576,0.42617689,0.3279147647647571
2013,"ARI",1495,6338,3.91906355,1460,299,26,695,651,176,485,42,60,1218,0.25650035,0.31957284,0.41092762,0.3197027840705371
2013,"ATL",1450.1,5989,3.17720064,1326,259,24,548,512,127,409,35,51,1232,0.24361565,0.30112966,0.37001653,0.295634673137516
2013,"CHC",1448,6149,3.99654696,1332,301,33,689,643,160,540,43,62,1184,0.24449339,0.31783073,0.39996329,0.31510825482317645
2013,"CIN",1473.2,6077,3.38339742,1294,252,25,589,554,170,435,28,66,1296,0.2362176,0.29842062,0.38444688,0.3003959780705479
2013,"COL",1436,6248,4.43732591,1545,348,32,760,708,136,517,52,40,1064,0.27658432,0.33963484,0.42337988,0.3329319807941952
2013,"MIA",1460,6166,3.7109589,1376,270,48,646,602,121,526,58,47,1177,0.25095751,0.31940347,0.38391392,0.3083774202967384
2013,"HOU",1440,6370,4.79375,1530,314,41,848,767,191,616,32,56,1084,0.27224199,0.34742821,0.44466192,0.3463070310942907
2013,"LAD",1450.1,6032,3.25166628,1321,243,18,582,524,127,460,44,43,1292,0.24309901,0.30573248,0.3645565,0.2957332921024111
2013,"MIL",1442.2,6100,3.8366451,1401,215,17,687,615,175,466,29,43,1125,0.25547046,0.31659208,0.39660832,0.3137321091150936
2013,"WSN",1445.2,6038,3.58588886,1367,262,14,626,576,142,405,17,48,1236,0.2486811,0.30455154,0.37893396,0.3019019952755003
2013,"NYM",1476.2,6249,3.78487585,1442,272,19,684,621,152,458,38,54,1209,0.25644674,0.31602782,0.39267295,0.3110894452371279
2013,"PHI",1436.1,6213,4.33604084,1465,308,36,749,692,152,506,33,62,1199,0.26453593,0.33062287,0.41549296,0.3271052679199265
2013,"PIT",1470.2,6147,3.27402539,1299,223,19,577,535,101,515,26,70,1261,0.23756401,0.30920729,0.34070958,0.2906183024814028
2013,"STL",1459.2,6104,3.42817995,1366,263,29,596,556,112,451,26,64,1254,0.24863487,0.31137229,0.36821988,0.3009353459327298
2013,"SDP",1455,6179,3.97731959,1407,270,38,700,643,156,525,31,40,1171,0.25530757,0.32248569,0.40301216,0.31877663605194356
2013,"SFG",1447.1,6163,3.99838784,1380,277,25,691,643,145,521,64,50,1256,0.25132034,0.31983607,0.39009288,0.31097153922317045
2014,"LAA",1482.2,6179,3.58138489,1307,228,14,630,590,126,504,41,63,1342,0.23621905,0.304765,0.35080427,0.29243561427384007
2014,"BAL",1461.1,6104,3.43658759,1342,268,20,593,558,151,472,25,59,1174,0.24368985,0.30841429,0.38187761,0.3066602791487067
2014,"BOS",1465.2,6231,4.0097794,1458,316,32,715,653,154,482,19,47,1213,0.25952296,0.32074253,0.40939836,0.32252069964155633
2014,"CHW",1441,6255,4.29701596,1468,272,31,758,688,140,557,42,69,1152,0.26479076,0.33676423,0.40079365,0.3266142493721889
2014,"CLE",1468.1,6193,3.57343927,1398,290,32,653,583,135,464,51,58,1450,0.24973205,0.31168831,0.38531618,0.30742612724550855
2014,"DET",1454,6191,4.01100413,1475,316,42,705,648,127,462,34,42,1244,0.26250222,0.32105775,0.40149493,0.3186219754849134
2014,"KCR",1450.2,6101,3.50528493,1386,254,31,624,565,128,440,14,56,1168,0.25045175,0.30979424,0.37694254,0.3054537519510184
2014,"MIN",1435,6212,4.57839721,1588,319,38,777,730,147,408,24,45,1031,0.28031774,0.33020547,0.42789056,0.33275979747628165
2014,"NYY",1453,6114,3.74741913,1392,258,29,664,605,164,398,23,65,1370,0.25,0.30529954,0.39511494,0.30941644839249466
2014,"OAK",1463.1,5972,3.22277904,1269,210,11,572,524,147,406,28,48,1244,0.23275862,0.29021391,0.35619956,0.28765252287526244
2014,"SEA",1452,5974,3.17355372,1240,227,21,554,512,137,463,36,52,1317,0.23009835,0.2953054,0.35628131,0.28985908567471536
2014,"TBR",1463.2,6131,3.56023685,1292,236,18,625,579,145,482,27,58,1437,0.23414281,0.30018024,0.36226894,0.29516674567399015
2014,"TEX",1426.1,6195,4.49263847,1510,329,29,773,712,160,505,43,61,1110,0.27182718,0.33646677,0.42790279,0.33588760779930094
2014,"TOR",1443,6150,4.004158,1400,331,32,686,642,151,490,23,57,1199,0.25316456,0.31787755,0.40650995,0.3199432740560011
2014,"ARI",1444.1,6162,4.25594276,1467,296,34,742,683,154,469,43,51,1278,0.26513645,0.32563094,0.41442256,0.3252936902465669
2014,"ATL",1455,6087,3.38350515,1369,244,22,597,547,121,472,36,37,1301,0.25054905,0.31216755,0.36969253,0.30268705659686124
2014,"CHC",1463.1,6208,3.923918,1398,296,24,707,638,115,504,37,55,1311,0.25157459,0.31810793,0.37556235,0.3082017535473222
2014,"CIN",1446,6067,3.58506224,1282,260,18,612,576,163,507,33,69,1290,0.23731951,0.30884309,0.38263606,0.30709265506966904
