Season,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA
2014,"COL",1431,6248,4.85534591,1528,320,43,818,772,173,531,32,54,1074,0.27581227,0.34152255,0.44277978,0.34403553006128024
2014,"MIA",1457.2,6217,3.79099017,1481,283,40,674,614,114,458,35,49,1190,0.26422837,0.32319948,0.39000892,0.31549130983411916
2014,"HOU",1438.2,6154,4.14133457,1437,274,30,723,662,139,484,32,52,1137,0.26037326,0.322702,0.39644863,0.3177607246270034
2014,"LAD",1464.2,6075,3.40418753,1338,262,24,617,554,142,429,35,41,1373,0.24243522,0.30018263,0.37579272,0.29910013210040853
2014,"MIL",1457.2,6106,3.66750515,1386,249,22,657,594,167,431,20,42,1246,0.24986479,0.30727273,0.39300523,0.3102438168640358
2014,"WSN",1470.2,6020,3.02923844,1351,242,28,555,495,110,352,26,51,1288,0.24412721,0.29385157,0.35760752,0.289128166847351
2014,"NYM",1463.2,6170,3.4925985,1370,261,31,618,568,141,509,38,50,1303,0.24756053,0.31529912,0.38236357,0.3096530146700771
2014,"PHI",1468.1,6261,3.80635641,1396,284,32,687,621,134,521,43,69,1255,0.25171295,0.32115136,0.38694555,0.3135395895345769
2014,"PIT",1456.1,6130,3.49164569,1341,235,26,631,565,128,499,43,88,1228,0.24700682,0.31825685,0.37060232,0.3065463551262073
2014,"STL",1448.2,6069,3.50391164,1321,253,26,603,564,123,470,35,61,1221,0.24225197,0.30774344,0.36585366,0.2996650029539803
2014,"SDP",1438.2,6006,3.27177943,1300,258,21,577,523,117,462,32,46,1284,0.24114265,0.30442835,0.36189946,0.296372725976912
2014,"SFG",1449,5947,3.50310559,1305,266,48,614,564,133,389,35,57,1211,0.24113082,0.296981,0.38174427,0.2992277786585683
2015,"LAA",1440.2,6096,3.94192503,1355,273,19,675,631,166,466,45,71,1221,0.24785074,0.31252065,0.39582952,0.3072619645582457
2015,"BAL",1434.2,6085,4.05250929,1406,317,23,693,646,174,483,27,54,1233,0.25661617,0.32062706,0.418142,0.3202286200718601
2015,"BOS",1448.1,6225,4.33739931,1486,299,32,753,698,178,478,17,62,1218,0.26422475,0.3267215,0.42371977,0.32600006640420076
2015,"CHW",1452.2,6181,3.98370812,1443,272,39,701,643,162,474,34,62,1359,0.25962576,0.32247026,0.41003958,0.31780929634185495
2015,"CLE",1432.2,5904,3.68124709,1274,254,31,640,586,161,425,27,48,1407,0.23711148,0.29720994,0.38581798,0.2970740681243868
2015,"DET",1447,6188,4.63994471,1491,280,60,803,746,193,489,32,46,1100,0.26792453,0.3297526,0.44384546,0.33323926821897165
2015,"KCR",1452,6112,3.73760331,1372,262,39,641,603,155,489,10,52,1160,0.24949991,0.3144313,0.39589016,0.3102751824272515
2015,"MIN",1443,6139,4.07276507,1506,295,25,700,653,163,413,34,41,1046,0.26892857,0.32146958,0.41785714,0.3196333066653875
2015,"NYY",1457.2,6191,4.03178596,1416,260,25,698,653,182,474,16,56,1370,0.25330948,0.31596038,0.40644007,0.3146767784907611
2015,"OAK",1444.2,6128,4.16151361,1402,266,13,729,668,172,474,19,47,1179,0.25398551,0.31555628,0.40036232,0.31177810791588617
2015,"SEA",1463,6223,4.16473001,1430,285,23,726,677,181,491,41,70,1283,0.25581395,0.32175178,0.41216458,0.31832195590797896
2015,"TBR",1453.1,6069,3.74036697,1314,232,19,642,604,175,477,23,46,1355,0.23991236,0.30413907,0.38506482,0.30084807214614895
2015,"TEX",1442.2,6215,4.25462107,1459,280,40,733,682,171,508,29,63,1095,0.26208011,0.32800129,0.41889707,0.32395543536389027
2015,"TOR",1441,5984,3.80985427,1353,267,30,670,610,173,397,20,59,1117,0.24816581,0.30367635,0.40333822,0.3064885109045579
2015,"ARI",1466.2,6257,4.05,1450,318,30,713,660,182,500,45,48,1215,0.25814492,0.32168733,0.42264554,0.321204109757201
2015,"ATL",1425.1,6156,4.4137044,1462,285,33,760,699,170,550,45,53,1148,0.26830611,0.33863562,0.42631676,0.33117196286352885
2015,"CHC",1461.1,5997,3.36268248,1276,286,37,608,546,134,407,38,46,1431,0.2330168,0.29014935,0.37216947,0.2876036136743487
2015,"CIN",1453.1,6271,4.34724771,1436,317,25,754,702,177,544,42,58,1252,0.25818051,0.32823321,0.41963323,0.323951903687742
2015,"COL",1426.1,6308,5.0415985,1579,363,41,844,799,183,579,42,48,1112,0.28282286,0.35296,0.46086334,0.35058285336288597
2015,"MIA",1427,6050,4.03644008,1374,278,29,678,640,141,508,25,52,1152,0.2551532,0.32233333,0.39610028,0.3132069542218452
2015,"HOU",1441,5965,3.57251908,1308,252,37,618,572,148,423,17,43,1280,0.24070666,0.29875379,0.38240707,0.2969369295883211
2015,"LAD",1445.2,5932,3.45515333,1317,229,20,595,555,145,395,32,38,1396,0.24240751,0.29686175,0.37198601,0.2914293807215319
2015,"MIL",1435,6148,4.27735192,1432,287,33,737,682,176,517,36,55,1260,0.26112327,0.32863234,0.42177243,0.32513509060006374
2015,"WSN",1434.2,5975,3.61965613,1366,239,29,635,577,145,364,37,55,1342,0.25,0.30141844,0.38396779,0.29727566676719164
2015,"NYM",1462.2,6046,3.45191431,1341,235,23,613,561,152,383,43,44,1337,0.24315503,0.29555333,0.37679057,0.2914607918288576
2015,"PHI",1436.1,6332,4.69320028,1592,300,33,809,749,191,488,37,61,1153,0.27973994,0.34081503,0.4447373,0.3391916875843051
2015,"PIT",1489.2,6215,3.22622511,1392,257,24,596,534,110,453,38,75,1338,0.24790739,0.31088083,0.36099733,0.2947064750879741
2015,"STL",1464.2,6134,2.93718707,1359,240,26,525,478,123,477,37,45,1329,0.24632953,0.30998682,0.36614102,0.296121794664332
2015,"SDP",1440.1,6093,4.09280259,1371,268,50,731,655,171,516,35,54,1393,0.25202206,0.32093254,0.41397059,0.3185750247435742
2015,"SFG",1444.1,6009,3.73251789,1344,246,51,627,599,155,431,28,50,1165,0.24601867,0.30528605,0.394838,0.30401094065994777
2016,"LAA",1421.1,6120,4.2804878,1480,275,20,727,676,208,498,27,56,1136,0.26933576,0.33360669,0.44021838,0.3321101565533847
2016,"BAL",1432,6122,4.21717877,1408,309,18,715,671,183,545,23,51,1248,0.25754527,0.32847074,0.42107189,0.3236012959135093
2016,"BOS",1439.2,6073,4.00092614,1341,251,23,694,640,176,490,16,65,1362,0.24564939,0.31344024,0.39677597,0.3081963443744248
2016,"CHW",1446.2,6196,4.11843318,1422,290,25,715,662,185,521,30,68,1270,0.25737557,0.32630213,0.41936652,0.3212447095982464
2016,"CLE",1445,6033,3.85536332,1330,287,27,676,619,186,461,34,34,1398,0.24270073,0.3038628,0.40675182,0.3051060114083319
2016,"DET",1428,6048,4.24159664,1417,250,42,721,673,182,462,25,51,1232,0.25966648,0.32043832,0.42092725,0.3184469260148662
2016,"KCR",1439.2,6182,4.21347534,1433,248,21,712,674,206,517,8,60,1287,0.25889792,0.32677613,0.4229449,0.324328519933953
2016,"MIN",1443,6314,5.08939709,1617,326,30,889,816,221,479,26,41,1191,0.2825935,0.33985369,0.46592101,0.34385719476550275
2016,"NYY",1428.1,6023,4.16499417,1358,279,22,702,661,214,444,15,57,1393,0.24790069,0.3097817,0.42405988,0.3157544414653772
2016,"OAK",1433.1,6144,4.51465116,1459,277,26,761,719,185,464,28,50,1188,0.2625045,0.32233295,0.42155452,0.31966207231106514
2016,"SEA",1457,6147,3.99656829,1410,273,23,707,647,213,460,30,55,1318,0.25300556,0.31433703,0.4249058,0.3171000284545336
2016,"TBR",1426.1,6076,4.19607385,1395,233,9,713,665,210,491,25,32,1357,0.25502742,0.31754967,0.41608775,0.3158586059821613
2016,"TEX",1443,6186,4.38461538,1441,260,22,757,703,201,534,16,53,1154,0.26024923,0.32884709,0.42405635,0.3251371989888188
2016,"TOR",1459.1,6113,3.79282778,1340,269,24,666,615,183,461,10,59,1314,0.24161558,0.30496803,0.39776415,0.30439310958573806
2016,"ARI",1451.1,6436,5.09118052,1563,337,38,890,821,202,603,57,57,1318,0.27454769,0.34761532,0.45353943,0.34229951367163064
2016,"ATL",1447.2,6250,4.50725305,1414,263,47,779,725,177,547,55,70,1227,0.25564997,0.32768635,0.4161996,0.31932100471719826
2016,"CHC",1459.2,5933,3.15071934,1125,205,15,556,511,163,495,24,63,1441,0.21190431,0.28515757,0.34827651,0.27714641588445665
2016,"CIN",1442,6348,4.91192788,1457,261,18,854,787,258,636,31,78,1241,0.26285405,0.34504132,0.45607072,0.3441063705162392
2016,"COL",1429.1,6289,4.91767724,1532,312,51,860,781,181,547,38,70,1223,0.27440444,0.34461193,0.44581766,0.3391593974630615
2016,"MIA",1435,6163,4.05156794,1358,256,31,682,646,152,595,62,61,1379,0.25110947,0.32940792,0.39423077,0.31265985583597194
2016,"HOU",1468,6179,4.0647139,1441,320,42,701,663,181,453,19,39,1396,0.25563243,0.3137987,0.42362959,0.3166777542137863
2016,"LAD",1453,6014,3.70406056,1266,225,26,638,598,165,464,51,53,1510,0.23314917,0.29831019,0.37532228,0.29071996511135234
2016,"MIL",1434.1,6186,4.09737393,1450,293,36,733,653,178,532,33,66,1175,0.26320566,0.33311646,0.42639317,0.3270006015275408
2016,"WSN",1459.2,6036,3.52066682,1272,252,27,612,571,155,468,43,57,1476,0.23425414,0.30035099,0.37624309,0.2926586215042506
2016,"NYM",1447,6067,3.58258466,1398,258,29,617,576,152,439,39,35,1396,0.25445941,0.31137725,0.39497634,0.30405259672249857
2016,"PHI",1437,6164,4.64091858,1468,308,33,796,741,213,466,30,51,1299,0.26493413,0.32471781,0.44775311,0.32948388636709924
2016,"PIT",1450.2,6292,4.22495404,1491,323,40,758,681,180,533,28,68,1232,0.2672522,0.33601028,0.4362789,0.3319060110918896
2016,"STL",1448.1,6164,4.07640967,1432,278,22,712,656,159,475,35,52,1290,0.25787862,0.31978452,0.40176481,0.3113189226123739
2016,"SDP",1440,6228,4.44375,1425,275,44,770,711,183,569,44,53,1222,0.25754564,0.33032112,0.42237484,0.32356492102911427
2016,"SFG",1460.1,6049,3.69162292,1333,262,42,631,599,158,439,30,46,1309,0.24284934,0.30259654,0.39223902,0.2994988798975506
2017,"LAA",1440.2,6030,4.19805646,1373,265,17,709,672,224,470,25,44,1312,0.2514652,0.31429047,0.42930403,0.3172193392301248
2017,"BAL",1441,6293,4.97154754,1505,293,17,841,796,242,579,21,60,1233,0.26927894,0.34161887,0.45768474,0.340856408119964
2017,"BOS",1482.1,6217,3.73397796,1384,278,23,668,615,195,465,18,49,1580,0.24508589,0.30607966,0.40605631,0.3053497932074083
2017,"CHW",1421.2,6200,4.77960141,1384,275,32,820,755,242,632,36,68,1193,0.25417815,0.33699871,0.44977043,0.33536554631585025
2017,"CLE",1440.2,5866,3.30472004,1267,262,12,564,529,163,406,15,45,1614,0.23558944,0.29372542,0.37969505,0.290587677095784
2017,"DET",1420.1,6298,5.36071345,1587,290,35,894,846,218,538,42,61,1202,0.2823341,0.34797835,0.46272905,0.3439607445723735
2017,"KCR",1437.2,6218,4.63250638,1480,274,40,791,740,196,519,24,52,1216,0.26523297,0.3309666,0.43405018,0.32702630860635956
2017,"MIN",1436,6205,4.60027855,1487,282,26,788,734,224,483,37,69,1166,0.26615357,0.3298819,0.44621443,0.32999278588492115
2017,"NYY",1448.2,6078,3.74620341,1248,243,12,660,603,192,504,18,53,1560,0.22823702,0.29805152,0.38240673,0.2940520013097344
2017,"OAK",1431,6167,4.67295597,1444,300,28,826,743,210,502,17,61,1202,0.26079104,0.32655386,0.43886581,0.3268607584487596
2017,"SEA",1440.1,6132,4.4552187,1399,262,12,772,713,237,490,28,53,1244,0.25427117,0.31809992,0.43547801,0.3204920786726096
2017,"TBR",1445,6099,3.98615917,1324,270,17,704,640,193,503,37,48,1352,0.24151769,0.30884533,0.4025903,0.30472634843852214
2017,"TEX",1434.1,6211,4.69974436,1443,287,13,816,749,214,559,22,74,1107,0.26112921,0.33489272,0.43394861,0.3298595263403327
2017,"TOR",1465,6316,4.42320819,1460,310,26,784,720,203,549,25,48,1372,0.25767737,0.32645612,0.42905048,0.32337007492571745
2017,"ARI",1441,6072,3.67244969,1309,276,34,659,588,171,516,45,38,1482,0.24049238,0.30875041,0.39794231,0.3024131571297097
2017,"ATL",1441.1,6306,4.72062905,1463,326,36,821,756,192,584,39,70,1258,0.2629876,0.33855749,0.43807298,0.33196945426584556
2017,"CHC",1447.1,6108,3.95485951,1294,250,17,695,636,194,554,29,66,1439,0.23830571,0.31485442,0.39779006,0.30748855209547626
2017,"CIN",1430,6286,5.16713287,1442,315,22,869,821,248,631,37,77,1300,0.263379,0.34499358,0.46484018,0.3441285782326028
2017,"COL",1437.2,6177,4.51356364,1453,290,50,757,721,190,532,20,50,1270,0.26418182,0.33219066,0.43872727,0.32938457074182526
2017,"MIA",1442.2,6318,4.81608133,1450,280,37,822,772,193,627,59,75,1202,0.26296699,0.34382489,0.43217265,0.33168373245385385
2017,"HOU",1446,6111,4.12033195,1314,293,23,700,662,192,522,17,70,1593,0.23995617,0.3130749,0.40704894,0.31032819160616315
2017,"LAD",1444.2,5925,3.38278726,1226,229,20,580,543,184,442,33,40,1549,0.22788104,0.29027872,0.38048327,0.2879927442269822
2017,"MIL",1445.2,6164,3.99677196,1381,276,29,697,642,185,553,45,64,1346,0.25205329,0.32620408,0.41430918,0.3175607262473357
2017,"WSN",1446.2,6068,3.88202765,1300,243,23,672,624,189,495,39,60,1457,0.23870731,0.30752653,0.39588689,0.30192917795227425
2017,"NYM",1434.2,6378,5.01231413,1538,278,23,863,799,220,593,51,55,1374,0.27327647,0.34539422,0.44811656,0.3378042906912013
2017,"PHI",1441,6235,4.56557946,1471,296,28,782,731,221,527,39,63,1309,0.26456835,0.33258028,0.4471223,0.33147730643232753
2017,"PIT",1440.2,6208,4.22929199,1464,320,31,731,677,182,511,32,58,1262,0.26354635,0.33040793,0.43060306,0.3255650075875238
2017,"STL",1450.1,6153,4.01493909,1393,262,31,705,647,183,493,50,67,1351,0.25295079,0.31953534,0.4114763,0.31220388587494174
2017,"SDP",1430.2,6169,4.69920783,1417,275,23,816,747,226,554,28,75,1325,0.25890736,0.33338765,0.4414398,0.3312449972081992
2017,"SFG",1452,6287,4.5,1515,297,58,776,726,182,496,42,50,1234,0.26814159,0.33055333,0.43787611,0.3268930010200413
2018,"LAA",1437.1,6108,4.15143785,1353,256,19,722,663,205,546,17,65,1386,0.24848485,0.32244295,0.415427,0.32021924665895074
2018,"BAL",1431,6340,5.18867925,1552,325,34,892,825,234,589,29,67,1203,0.27591111,0.34920133,0.47057778,0.3514611971522272
2018,"BOS",1458.2,6166,3.75137112,1305,246,35,647,608,176,512,8,84,1558,0.23662738,0.30875426,0.38966455,0.30465988906190966
2018,"CHW",1437,6339,4.84759916,1404,292,24,848,774,196,653,25,89,1259,0.25384198,0.33955696,0.42162358,0.3307046986648826
2018,"CLE",1457.1,6071,3.77333028,1349,311,23,648,611,200,407,29,59,1544,0.24236436,0.29985131,0.41430111,0.3071576788388242
2018,"DET",1425.1,6130,4.59681946,1423,278,34,796,728,216,491,20,60,1215,0.25849228,0.32291837,0.4390554,0.32729699950920194
2018,"KCR",1432,6284,4.94622905,1542,271,36,833,787,205,549,28,51,1157,0.27520971,0.34217252,0.44618954,0.3390626803193533
2018,"MIN",1443.1,6287,4.50207852,1425,280,26,775,722,198,573,34,80,1377,0.25629496,0.33184286,0.42284173,0.3262192691719984
2018,"NYY",1456.1,6141,3.77592126,1311,293,13,669,611,177,494,9,58,1634,0.23651452,0.30421293,0.38986109,0.3025132952512334
2018,"OAK",1465.2,6099,3.81942233,1303,268,19,674,622,184,474,19,53,1237,0.23617908,0.30128416,0.39169839,0.30084286634829494
2018,"SEA",1448.2,6073,4.12517257,1396,289,23,711,664,195,400,21,72,1328,0.25175834,0.3083017,0.41767358,0.31266325686537855
2018,"TBR",1448,5992,3.74792818,1236,262,20,646,603,164,501,34,53,1421,0.2296544,0.29958159,0.3771832,0.2939598798410717
2018,"TEX",1431,6231,4.9245283,1516,325,44,848,783,222,491,23,72,1121,0.27085939,0.33478261,0.46364124,0.341646902478722
2018,"TOR",1433.2,6265,4.85259242,1476,325,32,832,773,208,551,19,67,1298,0.26461097,0.33536195,0.44621728,0.33648424766149865
2018,"ARI",1463,6139,3.72795625,1313,259,19,644,606,174,522,43,57,1448,0.23894449,0.30975769,0.38798908,0.30255657018754273
2018,"ATL",1456.2,6155,3.75034325,1236,248,26,657,607,153,635,43,52,1423,0.22918598,0.31447261,0.36992398,0.2994509651982109
2018,"CHC",1476.1,6264,3.64551818,1319,221,28,645,598,157,622,33,66,1333,0.23981818,0.32251326,0.37581818,0.30619623549342734
2018,"CIN",1441,6279,4.65301874,1491,291,27,819,745,228,532,60,50,1258,0.26601249,0.33247795,0.44959857,0.3338010911806392
2018,"COL",1452.1,6154,4.33165022,1377,268,48,745,699,184,525,24,52,1409,0.25031812,0.31902041,0.4168333,0.3176446021179589
2018,"MIA",1442,6236,4.76213592,1388,309,23,809,763,192,605,73,71,1249,0.25365497,0.33311814,0.42379386,0.32492296952311944
2018,"HOU",1455,5913,3.11134021,1164,257,21,534,503,152,435,4,66,1687,0.21696179,0.28220339,0.35768872,0.2803041150179291
2018,"LAD",1476,6096,3.39634146,1279,242,25,610,557,179,422,39,61,1565,0.22995325,0.29037574,0.37900036,0.28951476744937943
2018,"MIL",1461,6114,3.73305955,1259,239,40,659,606,173,553,34,61,1428,0.23250231,0.30856672,0.38725762,0.30221001198546155
2018,"WSN",1446,6087,4.03941909,1320,273,26,682,649,198,487,37,76,1417,0.24206859,0.31087997,0.41059967,0.3110498071607957
2018,"NYM",1460.2,6178,4.07279781,1364,241,24,707,661,185,484,32,71,1446,0.24616495,0.31274446,0.39848403,0.30813651124740493
2018,"PHI",1445.2,6138,4.146184,1366,292,32,728,666,171,500,35,60,1465,0.24881603,0.31599672,0.40710383,0.3121935281619774
2018,"PIT",1433.2,6144,4.00511509,1380,287,26,693,638,174,497,43,69,1336,0.25063567,0.31865073,0.40701053,0.31341125476997256
2018,"STL",1455.1,6271,3.85272561,1354,242,26,691,623,144,593,49,67,1337,0.24591355,0.32400257,0.37776971,0.30601393625572704
2018,"SDP",1457,6254,4.4104324,1430,283,32,767,714,185,519,28,68,1399,0.2557682,0.32443301,0.41709891,0.32067868592647036
2018,"SFG",1461.1,6191,3.95392336,1387,291,42,699,642,156,524,37,45,1269,0.25104072,0.31846304,0.40361991,0.31188859647654005
2019,"LAA",1442.2,6289,5.1155268,1417,284,28,868,820,267,576,11,82,1404,0.2541704,0.3306246,0.45883408,0.33262956003522454
2019,"BAL",1443,6396,5.66943867,1544,311,31,981,909,305,561,11,80,1248,0.27101984,0.3422619,0.49710374,0.3506319667730716
2019,"BOS",1471,6400,4.69884432,1423,319,26,828,768,215,605,22,76,1633,0.25136902,0.32978056,0.43084261,0.3228127901735603
2019,"CHW",1412.2,6159,4.90561586,1438,278,19,832,770,238,582,30,51,1312,0.26308086,0.3374613,0.45151848,0.3327118835883346
2019,"CLE",1437.2,6008,3.79364711,1308,315,20,657,606,207,450,19,62,1508,0.24004404,0.30378902,0.41915948,0.3053484576425533
2019,"DET",1433,6341,5.25680391,1555,315,44,915,837,250,536,24,69,1368,0.27454096,0.34204276,0.47810734,0.3435248905004369
2019,"KCR",1425,6307,5.20421053,1525,299,28,869,824,221,582,25,81,1230,0.27349354,0.34796438,0.45606169,0.3397077015370164
2019,"MIN",1463.1,6246,4.18223235,1456,282,23,754,680,198,452,10,61,1463,0.25674484,0.31635604,0.4193264,0.31220033393629043
2019,"NYY",1443,6133,4.30977131,1374,277,18,739,691,248,507,12,44,1534,0.24823848,0.31443973,0.43920506,0.317762378516642
2019,"OAK",1465,6153,3.96860068,1342,249,23,680,646,201,477,19,66,1299,0.24219455,0.30770486,0.40425916,0.30248491010006895
2019,"SEA",1439.1,6268,4.99606299,1484,336,24,893,799,260,505,25,51,1239,0.26256192,0.32619124,0.46850672,0.33217803495886006
2019,"TBR",1474.1,6086,3.6748813,1274,264,26,656,602,181,453,27,60,1621,0.23033809,0.29430171,0.38564455,0.2890856631537722
2019,"TEX",1438,6354,5.08831711,1515,310,32,878,813,241,583,11,70,1379,0.26914194,0.34238787,0.46402558,0.3400079322340292
2019,"TOR",1440.1,6313,4.79264059,1450,340,23,828,767,228,604,25,69,1332,0.25939177,0.33703763,0.45080501,0.33269787573837195
2019,"ARI",1465,6230,4.24505119,1400,289,29,743,691,220,516,38,62,1427,0.25143678,0.31980598,0.43229167,0.3167087957687217
2019,"ATL",1450.2,6243,4.20013787,1421,253,23,743,677,203,548,33,69,1393,0.25571351,0.32865667,0.41911103,0.3179323670832409
2019,"CHC",1442,6190,4.10055478,1376,265,25,717,657,195,534,16,80,1444,0.25054625,0.32331438,0.41442098,0.31418485756241976
2019,"CIN",1438,6057,4.18080668,1270,260,19,711,668,214,536,31,58,1552,0.23540315,0.30963455,0.40963855,0.30496623895665526
2019,"COL",1448.2,6423,5.57892315,1576,325,44,958,898,270,589,33,57,1264,0.27687983,0.34827586,0.4917428,0.35071503885039873
2019,"MIA",1444.1,6247,4.7357489,1340,281,27,808,760,236,615,52,90,1378,0.2448383,0.32893679,0.4354102,0.32221722624114346
2019,"HOU",1462.1,5995,3.66195578,1205,233,21,640,595,230,448,0,41,1671,0.22065556,0.28327759,0.39736312,0.2888648855446972
2019,"LAD",1445.2,5913,3.39289832,1201,239,24,613,545,185,392,24,66,1519,0.22294412,0.28209488,0.37924633,0.28045145864268506
2019,"MIL",1459.1,6251,4.40338054,1364,247,36,766,714,225,570,28,60,1497,0.24612053,0.32130197,0.42547817,0.3162241231164102
2019,"WSN",1439.1,6134,4.27698008,1340,281,18,724,684,202,517,41,61,1511,0.24403569,0.31411726,0.41212894,0.3072125412271913
2019,"NYM",1461,6232,4.25051335,1405,287,19,737,690,204,500,40,60,1520,0.25084806,0.31714009,0.41813962,0.31073525250732625
2019,"PHI",1453.2,6274,4.53198808,1452,249,23,794,732,258,546,38,71,1392,0.26063543,0.33220938,0.45252199,0.3298915821535329
2019,"PIT",1440,6391,5.1875,1511,351,34,911,830,241,584,22,85,1443,0.26752833,0.34314497,0.4697238,0.34199102112061036
2019,"STL",1444,6068,3.82063712,1284,246,19,662,613,191,545,41,69,1399,0.23826313,0.31418639,0.39729078,0.3027285379469395
2019,"SDP",1432,6160,4.63198324,1394,302,22,789,737,215,463,19,68,1475,0.25112592,0.31469675,0.42965231,0.31436255251669265
2019,"SFG",1469,6256,4.38053097,1395,244,37,773,715,227,519,26,65,1368,0.24924066,0.31847441,0.42772914,0.31546868163304864
2020,"LAA",525.1,2256,5.08819797,492,106,10,321,297,82,199,8,21,523,0.2446544,0.31616341,0.429637,0.3196704978133268
2020,"BAL",518.2,2246,4.51156812,489,93,10,294,260,79,192,2,34,487,0.24560522,0.31919643,0.42139628,0.3197281913527215
2020,"BOS",524,2389,5.58206107,587,118,7,351,325,98,252,4,31,537,0.28072692,0.36493289,0.4844572,0.3647406865568722
2020,"CHW",527,2235,3.80834915,448,83,3,246,223,71,217,6,23,523,0.22626263,0.30893579,0.37878788,0.3012033466657289
2020,"CLE",536,2176,3.29104478,440,83,9,209,196,68,157,8,27,621,0.22323694,0.28782288,0.37798072,0.28808504014655395
2020,"DET",492.1,2174,5.63033175,511,97,7,318,308,91,192,2,34,444,0.26517903,0.33994465,0.46445252,0.3451162929460062
2020,"KCR",517,2233,4.29980658,500,80,5,272,247,76,211,7,29,517,0.25367834,0.33198744,0.41501776,0.3240820769787264
2020,"MIN",513.1,2130,3.57662338,448,73,5,215,204,62,170,0,21,535,0.23248573,0.30056444,0.37208095,0.294821531337494
2020,"NYY",500.2,2133,4.35019973,455,95,6,270,242,83,168,5,25,528,0.23611832,0.30494118,0.42086144,0.3125080503663927
2020,"OAK",515.1,2164,3.77231565,471,85,3,232,216,69,165,6,15,506,0.2398167,0.30152849,0.39154786,0.2998713248561163
2020,"SEA",516.2,2250,5.0516129,483,98,10,304,290,79,230,7,37,469,0.2455516,0.33348155,0.42602949,0.32884947459789177
2020,"TBR",527.2,2212,3.56475047,475,83,6,229,209,70,168,4,29,552,0.23809524,0.30517711,0.39097744,0.3026649431275497
2020,"TEX",516.2,2273,5.01677419,479,83,13,312,288,81,236,3,30,489,0.24179707,0.3290636,0.41948511,0.32486765074128865
2020,"TOR",524.2,2309,4.63151207,517,105,9,312,270,81,250,7,14,519,0.25505673,0.33912288,0.43561914,0.33471910699630864
2020,"ARI",518.1,2278,4.84437299,506,118,11,295,279,93,235,20,23,524,0.25262107,0.33597186,0.46180729,0.33936528217612694
2020,"ATL",524.1,2276,4.46280992,494,94,10,288,260,69,220,13,33,506,0.247,0.32907489,0.4075,0.31923142335665244
2020,"CHC",518.1,2153,3.99356913,451,90,6,240,230,74,182,7,17,523,0.23259412,0.30246626,0.39969056,0.30340706982087245
2020,"CIN",504,2125,3.89285714,401,77,10,243,218,67,213,6,29,615,0.21478307,0.30287329,0.37439743,0.2963054645551394
2020,"COL",526.1,2335,5.59151362,579,119,19,353,327,83,205,5,40,393,0.28011611,0.35349635,0.47653604,0.35513735893771037
2020,"MIA",504,2214,4.85714286,506,117,7,304,272,82,226,14,26,451,0.26069037,0.34298643,0.45492014,0.34148349950873785
2020,"HOU",524,2239,4.3110687,472,96,12,275,251,70,217,7,29,526,0.23935091,0.32182878,0.40669371,0.3162910764058717
2020,"LAD",538.2,2172,3.02413366,424,69,7,213,181,66,145,4,21,517,0.21327968,0.27239151,0.35462777,0.27273805832333525
2020,"MIL",517.1,2186,4.17525773,446,83,10,264,240,67,189,1,35,614,0.2288353,0.30691709,0.38481272,0.3025751733430256
2020,"WSN",503.2,2273,5.09265387,548,101,6,301,285,94,216,22,22,508,0.27061728,0.34625551,0.46567901,0.3462036328383612
2020,"NYM",513.1,2262,5.01428571,511,113,5,308,286,81,219,7,29,574,0.25524476,0.33613818,0.43806194,0.33435168079882926
2020,"PHI",497,2197,5.1971831,550,117,8,311,287,80,185,12,28,532,0.27904617,0.34792522,0.46829021,0.34911258728446243
2020,"PIT",513,2227,4.68421053,451,100,3,298,267,80,249,3,37,536,0.23514077,0.33168317,0.41553702,0.3254578353693594
2020,"STL",473,1989,3.91966173,376,70,4,229,206,69,204,8,26,464,0.21621622,0.30559758,0.38010351,0.2992373923410343
2020,"SDP",520.1,2160,3.87443946,456,81,6,241,224,70,170,2,22,565,0.23360656,0.30055659,0.38883197,0.2996632073804418
2020,"SFG",517.2,2240,4.64198326,474,97,14,297,267,69,210,2,34,488,0.24085366,0.32182878,0.40955285,0.31765418140382284